 CCCS Cloud Security Control Recommendations (31-May-2019),,,,,,,CSP Full Stack,CSP,,Client,,CDS Supplemental Attributes,,
IA-7,Cryptographic Module Authentication ,Technical,Cryptographic Module Authentication,"(A)	The information system implements mechanisms for authentication to a cryptographic module that meet the requirements of applicable organizational policies, directives, and standards for such authentication.","Authentication mechanisms may be required within a cryptographic module to authenticate an operator accessing the module and to verify that the operator is authorized to assume the requested role and perform services within that role. Related controls: SC-12, SC-13",X,X,X,X,X,,,X,P2
IA-8,Identification and Authentication (Non-Organizational Users) ,Technical,Identification and Authentication (Non-Organizational Users),(A)	The information system uniquely identifies and authenticates non-organizational users (or processes acting on behalf of non-organizational users).,"Non-organizational users include information system users other than organizational users explicitly covered by IA-2. These individuals are uniquely identified and authenticated for accesses other than those accesses explicitly identified and documented in AC-14. Authentication of non-organizational users accessing federal information systems may be required to protect federal, proprietary, or privacy-related information (with exceptions noted for national security systems). Organizations use risk assessments to determine authentication needs and consider scalability, practicality, and security in balancing the need to ensure ease of use for access to information and information systems with the need to protect and adequately mitigate risk. IA-2 addresses identification and authentication requirements for access to information systems by organizational users. Related controls: AC-2, AC-14, AC-17, AC-18, IA-2, IA-4, IA-5, MA-4, RA-3, SA-12, SC-8",X,X,X,X,X,,,X,P2
IR-1,Incident Response Policy and Procedures,Operational,Incident Response Policy and Procedures,"(A) The organization develops, documents, and disseminates to personnel or roles with incident management responsibilities:
(a) An incident response policy that addresses purpose, scope, roles, responsibilities, management commitment, coordination among organizational entities, and compliance; and
(b) Procedures to facilitate the implementation of the incident response policy and associated incident response controls.
(B) The organization reviews and updates the current:
(a) Incident response policy at least every 3 years; and
(b) Incident response procedure at least annually.
(AA) The organization’s incident response policy and procedures facilitate the incorporation of heightened levels of readiness during emergency and heightened IT threat situations.
","This control addresses the establishment of policy and procedures for the effective implementation of selected security controls and control enhancements in the IR family. Policy and procedures reflect applicable organizational policies, directives, and standards. Security program policies and procedures at the organization level may make the need for system-specific policies and procedures unnecessary. The policy can be included as part of the general information security policy for organizations or conversely, can be represented by multiple policies reflecting the complex nature of certain organizations. The procedures can be established for the security program in general and for particular information systems, if needed. The organizational risk management strategy is a key factor in establishing policy and procedures. ",X,X,X,X,X,X,X,,P1
IR-2,Incident Response Training,Operational,Incident Response Training,"(A)	The organization provides incident response training to information system users consistent with assigned roles and responsibilities within 30 days of assuming an incident response role or responsibility.
(B)	The organization provides incident response training to information system users consistent with assigned roles and responsibilities when required by information system changes.
(C)	The organization provides incident response training to information system users consistent with assigned roles and responsibilities at least annually.","Incident response training provided by organizations is linked to the assigned roles and responsibilities of organizational personnel to ensure the appropriate content and level of detail is included in such training. For example, regular users may only need to know who to call or how to recognize an incident on the information system; system administrators may require additional training on how to handle/remediate incidents; and incident responders may receive more specific training on forensics, reporting, system recovery, and restoration. Incident response training includes user training in the identification and reporting of suspicious activities, both from external and internal sources. Related controls: AT-3, CP-3, IR-8",X,X,X,X,X,X,X,,P2
IR-3,Incident Response Testing and Exercises,Operational,Incident Response Testing,(A)	The organization tests the incident response capability for the information system at least annually using tests and exercises defined in NIST SP 800-61 to determine the incident response effectiveness and documents the results.,"Organizations test incident response capabilities to determine the overall effectiveness of the capabilities and to identify potential weaknesses or deficiencies. Incident response testing includes, for example, the use of checklists, walk-through or tabletop exercises, simulations (parallel/full interrupt), and comprehensive exercises. Incident response testing can also include a determination of the effects on organizational operations (e.g., reduction in mission capabilities), organizational assets, and individuals due to incident response. Related controls: CP-4, IR-8",X,X,X,X,X,X,X,,P3
IR-3(2)	,Incident Response Testing and Exercises,Operational,Incident Response Testing | Coordination with Related Plans,"	INCIDENT RESPONSE TESTING | COORDINATION WITH RELATED PLANS
The organization coordinates incident response testing with organizational elements responsible for related plans.","Organizational plans related to incident response testing include, for example, Business Continuity Plans, Contingency Plans, Disaster Recovery Plans, Continuity of Operations Plans, Crisis Communications Plans, Critical Infrastructure Plans, and Occupant Emergency Plans.",X,X,X,X,X,X,X,,P3
IR-4,Incident Handling ,Operational,Incident Handling,"(A)	The organization implements an incident handling capability for security incidents that includes preparation, detection and analysis, containment, eradication, and recovery.
(B)	The organization coordinates incident handling activities with contingency planning activities.
(C)	The organization incorporates lessons learned from ongoing incident handling activities into incident response procedures, training, and testing/exercises, and implements the resulting changes accordingly.","Organizations recognize that incident response capability is dependent on the capabilities of organizational information systems and the mission/business processes being supported by those systems. Therefore, organizations consider incident response as part of the definition, design, and development of mission/business processes and information systems. Incident-related information can be obtained from a variety of sources including, for example, audit monitoring, network monitoring, physical access monitoring, user/administrator reports, and reported supply chain events. Effective incident handling capability includes coordination among many organizational entities including, for example, mission/business owners, information system owners, authorizing officials, human resources offices, physical and personnel security offices, legal departments, operations personnel, procurement offices, and the risk executive (function). Related controls: AU-6, CM-6, CP-2, CP-4, IR-2, IR-3, IR-8, PE-6, SC-5, SC-7, SI-3, SI-4, SI-7",X,X,X,X,X,X,X,,P2
IR-4(1)	,Incident Handling ,Operational,Incident Handling | Automated Incident Handling Processes,"	INCIDENT HANDLING | AUTOMATED INCIDENT HANDLING PROCESSES
The organization employs automated mechanisms to support the incident handling process.","Automated mechanisms supporting incident handling processes include, for example, online incident management systems.",X,X,X,X,,,X,,P3
IR-4(3)	,Incident Handling ,Operational,Incident Handling | Continuity of Operations,"	INCIDENT HANDLING | CONTINUITY OF OPERATIONS
The organization identifies  organization-defined classes of incidents and actions to take in response to classes of incidents to ensure continuation of organizational missions and business functions. ","Classes of incidents include, for example, malfunctions due to design/implementation errors and omissions, targeted malicious attacks, and untargeted malicious attacks. Appropriate incident response actions include, for example, graceful degradation, information system shutdown, fall back to manual mode/alternative technology whereby the system operates differently, employing deceptive measures, alternate information flows, or operating in a mode that is reserved solely for when systems are under attack.",X,,,,X,X,X,,P3
IR-5,Incident Monitoring,Operational,Incident Monitoring,(A)	The organization tracks and documents information system security incidents.,"Documenting information system security incidents includes, for example, maintaining records about each incident, the status of the incident, and other pertinent information necessary for forensics, evaluating incident details, trends, and handling. Incident information can be obtained from a variety of sources including, for example, incident reports, incident response teams, audit monitoring, network monitoring, physical access monitoring, and user/administrator reports. Related controls: AU-6, IR-8, PE-6, SC-5, SC-7, SI-3, SI-4, SI-7",X,X,X,X,X,X,X,,P2
IR-6,Incident Reporting ,Operational,Incident Reporting,"(A)	The organization requires personnel to report suspected security incidents to the organizational incident response capability within 2 hours.
(B)	The organization reports security incident information to organization-defined authorities.","The intent of this control is to address specific incident reporting requirements within an organization and their subordinate organizations. Suspected security incidents include, for example, the receipt of suspicious email communications that can potentially contain malicious code. The types of security incidents reported, the content and timeliness of the reports, and the designated reporting authorities reflect applicable organizational policies, directives and standards. Related controls: IR-4, IR-5, IR-8",X,X,X,X,X,X,X,,P2
IR-6(1)	,Incident Reporting ,Operational,Incident Reporting | Automated Reporting,"	INCIDENT REPORTING | AUTOMATED REPORTING
The organization employs automated mechanisms to assist in the reporting of security incidents.",Related control: IR-7.,X,X,X,X,X,X,X,,P3
IR-7,Incident Response Assistance ,Operational,Incident Response Assistance,"(A)	The organization provides an incident response support resource, integral to the organizational incident response capability that offers advice and assistance to users of the information system for the handling and reporting of security incidents.","Incident response support resources provided by organizations include, for example, help desks, assistance groups, and access to forensics services, when required. Related controls: AT-2, IR-4, IR-6, IR-8, SA-9",X,X,X,X,X,X,X,,P3
IR-7(1)	,Incident Response Assistance ,Operational,Incident Response Assistance | Automation Support for Availability of Information / Support,"	INCIDENT RESPONSE ASSISTANCE | AUTOMATION SUPPORT FOR AVAILABILITY OF INFORMATION / SUPPORT
The organization employs automated mechanisms to increase the availability of incident response-related information and support.","Automated mechanisms can provide a push and/or pull capability for users to obtain incident response assistance. For example, individuals might have access to a website to query the assistance capability, or conversely, the assistance capability may have the ability to proactively send information to users (general distribution or targeted) as part of increasing understanding of current response capabilities and support.",X,X,X,X,X,X,X,,P3
IR-7(2)	,Incident Response Assistance ,Operational,Incident Response Assistance | Coordination with External Providers,"	INCIDENT RESPONSE ASSISTANCE | COORDINATION WITH EXTERNAL PROVIDERS
(a)	The organization establishes a direct, cooperative relationship between its incident response capability and external providers of information system protection capability; and
(b)	The organization identifies organizational incident response team members to the external providers.","External providers help to protect, monitor, analyze, detect, and respond to unauthorized activity within organizational information systems and networks.",X,X,X,X,X,X,X,,P3
IR-8,Incident Response Plan ,Operational,Incident Response Plan,"(A)	The organization develops an incident response plan that:
(a)	Provides the organization with a roadmap for implementing its incident response capability;
(b)	Describes the structure and organization of the incident response capability;
(c)	Provides a high-level approach for how the incident response capability fits into the overall organization;
(d)	Meets the unique requirements of the organization, which relate to mission, size, structure, and functions;
(e)	Defines reportable incidents;
(f)	Provides metrics for measuring the incident response capability within the organization;
(g)	Defines the resources and management support needed to effectively maintain and mature an incident response capability; and
(h)	Is reviewed and approved by organization-defined personnel or roles.
(B)	The organization distributes copies of the incident response plan to all personnel with a role or responsibility for implementing the incident response plan.
(C)	The organization reviews the incident response plan at least annually incorporating lessons from past incidents.
(D)	The organization updates the incident response plan to address system/organizational changes or problems encountered during plan implementation, execution, or testing.
(E)	The organization communicates incident response plan changes to all personnel with a role or responsibility for implementing the incident response plan.
(F)	The organization protects the incident response plan from unauthorized disclosure and modification.","It is important that organizations develop and implement a coordinated approach to incident response. Organizational missions, business functions, strategies, goals, and objectives for incident response help to determine the structure of incident response capabilities. As part of a comprehensive incident response capability, organizations consider the coordination and sharing of information with external organizations, including, for example, external service providers and organizations involved in the supply chain for organizational information systems. Related controls: MP-2, MP-4, MP-5",X,X,X,X,X,X,X,,P3
IR-9,Information Spillage Response,Operational,Information Spillage Response,"(A)	The organization responds to information spills by identifying the specific information involved in the information system contamination.
(B)	The organization responds to information spills by alerting incident response personnel as documented within the Incident Management Plan of the information spill using a method of communication not associated with the spill.
(C)	The organization responds to information spills by isolating the contaminated information system or system component.
(D)	The organization responds to information spills by eradicating the information from the contaminated information system or component.
(E)	The organization responds to information spills by identifying other information systems or system components that may have been subsequently contaminated.
(F)	The organization responds to information spills by performing other actions documented within the Incident Managment Plan.","Information spillage refers to instances where sensitive information is inadvertently placed on information systems that are not authorized to process such information. Such information spills often occur when information that is initially thought to be of lower sensitivity is transmitted to an information system and then is subsequently determined to be of higher sensitivity. At that point, corrective action is required. The nature of the organizational response is generally based upon the degree of sensitivity of the spilled information (e.g., security category or classification level), the security capabilities of the information system, the specific nature of contaminated storage media, and the access authorizations (e.g., security clearances) of individuals with authorized access to the contaminated system. The methods used to communicate information about the spill after the fact do not involve methods directly associated with the actual spill to minimize the risk of further spreading the contamination before such contamination is isolated and eradicated",X,X,X,X,X,X,X,,P1
IR-9(1)	,Information Spillage Response,Operational,Information Spillage Response | Responsible Personnel,"	INFORMATION SPILLAGE RESPONSE | RESPONSIBLE PERSONNEL
The organization assigns incident response personnel as documented within the Incident Management Plan with responsibility for responding to information spills.",,X,X,X,X,X,X,X,,P2
IR-9(2)	,Information Spillage Response,Operational,Information Spillage Response | Training,"	INFORMATION SPILLAGE RESPONSE | TRAINING
The organization provides information spillage response training annually.",,X,X,X,X,X,X,X,,P2
IR-9(3)	,Information Spillage Response,Operational,Information Spillage Response | Post-Spill Operations,"	INFORMATION SPILLAGE RESPONSE | POST-SPILL OPERATIONS
The organization implements organization-defined procedures to ensure that organizational personnel impacted by information spills can continue to carry out assigned tasks while contaminated systems are undergoing corrective actions.","Corrective actions for information systems contaminated due to information spillages may be very time-consuming. During those periods, personnel may not have access to the contaminated systems, which may potentially affect their ability to conduct organizational business.",X,X,X,X,X,X,X,,P2
IR-9(4)	,Information Spillage Response,Operational,Information Spillage Response | Exposure to Unauthorized Personnel,"	INFORMATION SPILLAGE RESPONSE | EXPOSURE TO UNAUTHORIZED PERSONNEL
The organization employs organization-defined security safeguards for personnel exposed to information not within assigned access authorizations.","Security safeguards include, for example, making personnel exposed to spilled information aware of the organizational policies, directives and standards regarding the information and the restrictions imposed based on exposure to such information",X,X,X,X,X,X,X,,P2
MA-1,System Maintenance Policy and Procedures,Operational,System Maintenance Policy and Procedures,"(A)	The organization develops, documents, and disseminates to all personnel:
(a)	A system maintenance policy that addresses purpose, scope, roles, responsibilities, management commitment, coordination among organizational entities, and compliance; and
(b)	Procedures to facilitate the implementation of the system maintenance policy and associated system maintenance controls.
(B)	The organization reviews and updates the current:
(a)	System maintenance policy at least every 3 years; and
(b)	System maintenance procedures at least annually.","This control addresses the establishment of policy and procedures for the effective implementation of selected security controls and control enhancements in the MA family. Policy and procedures reflect applicable organizational policies, directives and standards. Security program policies and procedures at the organization level may make system-specific policies and procedures unnecessary. The policy can be included as part of the general information security policy for organizations or conversely, can be represented by multiple policies reflecting the complex nature of certain organizations. The procedures can be established for the security program in general and for particular information systems, if needed. The organizational risk management strategy is a key factor in establishing policy and procedures",X,X,X,X,X,,X,,P1
MA-2,Controlled Maintenance,Operational,Controlled Maintenance,"(A) The organization schedules, performs, documents, and reviews records of maintenance and repairs on information system components in accordance with manufacturer or vendor specifications and/or organizational requirements.
(B) The organization approves and monitors all maintenance activities, whether performed on site or remotely and whether the equipment is serviced on site or removed to another location.
(C) The organization requires that organization-defined personnel or roles explicitly approve the removal of the information system or system components from organizational facilities for off-site maintenance or repairs.
(D) The organization sanitizes equipment to remove all information from associated media prior to removal from organizational facilities for off-site maintenance or repairs.
(E) The organization checks all potentially impacted security controls to verify that the controls are still functioning properly following maintenance or repair actions.
(F) The organization include date and time of maintenance, name of the individual performing the maintenance; name of escort (if applicable), description of the maintenance performed; equipment removed or replaced (including identification numbers, if applicable) in organizational maintenance records.","This control addresses the information security aspects of the information system maintenance program and applies to all types of maintenance to any system component (including applications) conducted by any local or nonlocal entity (e.g., in-contract, warranty, in-house, software maintenance agreement). System maintenance also includes those components not directly associated with information processing and/or data/information retention such as scanners, copiers, and printers. Information necessary for creating effective maintenance records includes, for example: (i) date and time of maintenance; (ii) name of individuals or group performing the maintenance; (iii) name of escort, if necessary; (iv) a description of the maintenance performed; and (v) information system components/equipment removed or replaced (including identification numbers, if applicable). The level of detail included in maintenance records can be informed by the security categories of organizational information systems. Organizations consider supply chain issues associated with replacement components for information systems. Related controls: CM-3, CM-4, MA-4, MP-6, PE-16, SA-12, SI-2",X,X,X,X,X,,X,,P1
MA-3,Maintenance Tools,Operational,Maintenance Tools,"(A)	The organization approves, controls, and monitors information system maintenance tools.","This control addresses security-related issues associated with maintenance tools used specifically for diagnostic and repair actions on organizational information systems. Maintenance tools can include hardware, software, and firmware items. Maintenance tools are potential vehicles for transporting malicious code, either intentionally or unintentionally, into a facility and subsequently into organizational information systems. Maintenance tools can include, for example, hardware/software diagnostic test equipment and hardware/software packet sniffers. This control does not cover hardware/software components that may support information system maintenance, yet are a part of the system, such as the software implementing “ping,” “ls,” “ipconfig,” or the hardware and software implementing the monitoring port of an Ethernet switch. Related controls: MA-2, MA-5, MP-6",X,X,X,X,X,,X,,P3
MA-3(1)	,Maintenance Tools,Operational,Maintenance Tools | Inspect Tools,"	MAINTENANCE TOOLS | INSPECT TOOLS
The organization inspects the maintenance tools carried into a facility by maintenance personnel for improper or unauthorized modifications.","If, upon inspection of maintenance tools, organizations determine that the tools have been modified in an improper/unauthorized manner or contain malicious code, the incident is handled consistent with organizational policies and procedures for incident handling. Related control: SI-7.",X,X,X,X,X,,X,,P3
MA-3(2)	,Maintenance Tools,Operational,Maintenance Tools | Inspect Media,"	MAINTENANCE TOOLS | INSPECT MEDIA
The organization checks media containing diagnostic and test programs for malicious code before the media are used in the information system.","If, upon inspection of media containing maintenance diagnostic and test programs, organizations determine that the media contain malicious code, the incident is handled consistent with organizational incident handling policies and procedures. Related control: SI-3.",X,X,X,X,X,,X,,P3
MA-3(3)	,Maintenance Tools,Operational,Maintenance Tools | Prevent Unauthorized Removal,"	MAINTENANCE TOOLS | PREVENT UNAUTHORIZED REMOVAL
The organization prevents the unauthorized removal of maintenance equipment containing organizational information by:
(a)	Verifying that there is no organizational information contained on the equipment;
(b)	Sanitizing or destroying the equipment;
(c)	Retaining the equipment within the facility; or
(d)	Obtaining an exemption from the information owner explicitly authorizing removal of the equipment from the facility.",Organizational information includes all information specifically owned by organizations and information provided to organizations in which organizations serve as information stewards.,X,X,X,X,X,,X,,P1
MA-4,Non-Local Maintenance,Operational,Nonlocal Maintenance,"(A)	The organization approves and monitors nonlocal maintenance and diagnostic activities.
(B)	The organization allows the use of non-local maintenance and diagnostic tools only as consistent with organizational policy and as documented in the security plan for the information system.
(C)	The organization employs strong authenticators in the establishment of nonlocal maintenance and diagnostic sessions.
(D)	The organization maintains records for nonlocal maintenance and diagnostic activities.","Nonlocal maintenance and diagnostic activities are those activities conducted by individuals communicating through a network, either an external network (e.g., the Internet) or an internal network. Local maintenance and diagnostic activities are those activities carried out by individuals physically present at the information system or information system component and not communicating across a network connection. Authentication techniques used in the establishment of nonlocal maintenance and diagnostic sessions reflect the network access requirements in IA-2. Typically, strong authentication requires authenticators that are resistant to replay attacks and employ multifactor authentication. Strong authenticators include, for example, PKI where certificates are stored on a token protected by a password, passphrase, or biometric. Enforcing requirements in MA-4 is accomplished in part by other controls. Related controls: AC-2, AC-3, AC-6, AC-17, AU-2, AU-3, IA-2, IA-4, IA-5, IA-8, MA-2, MA-5, MP-6, PL-2, SC-7, SC-10, SC-17",X,X,X,X,X,,X,,P3
MA-4(1)	,Non-Local Maintenance,Operational,Nonlocal Maintenance | Auditing and Review,"	NONLOCAL MAINTENANCE | AUDITING AND REVIEW
(a)	The organization audits nonlocal maintenance and diagnostic sessions as defined in the organizations formal audit policy (AU-2, AU-6, AU-12); and
(b)	The organization reviews the records of the maintenance and diagnostic sessions.","Related controls: AU-2, AU-6, AU-12.",X,X,X,X,X,,X,,P3
MA-4(2)	,Non-Local Maintenance,Operational,Nonlocal Maintenance | Document Nonlocal Maintenance,"	NONLOCAL MAINTENANCE | DOCUMENT NONLOCAL MAINTENANCE
The organization documents in the security plan for the information system, the policies and procedures for the establishment and use of nonlocal maintenance and diagnostic connections.",,X,X,X,X,X,,,X,P3
MA-4(3)	,Non-Local Maintenance,Operational,Nonlocal Maintenance | Comparable Security / Sanitization,"	NONLOCAL MAINTENANCE | COMPARABLE SECURITY / SANITIZATION
(a)	The organization requires that nonlocal maintenance and diagnostic services be performed from an information system that implements a security capability comparable to the capability implemented on the system being serviced; or
(b)	The organization removes the component to be serviced from the information system and prior to nonlocal maintenance or diagnostic services, sanitizes the component (with regard to organizational information) before removal from organizational facilities, and after the service is performed, inspects and sanitizes the component (with regard to potentially malicious software) before reconnecting the component to the information system.","Comparable security capability on information systems, diagnostic tools, and equipment providing maintenance services implies that the implemented security controls on those systems, tools, and equipment are at least as comprehensive as the controls on the information system being serviced. Related controls: MA-3, SA-12, SI-3, SI-7.",X,X,X,X,X,,X,,P3
MA-4(6)	,Non-Local Maintenance,Operational,Nonlocal Maintenance | Cryptographic Protection,"	NONLOCAL MAINTENANCE | CRYPTOGRAPHIC PROTECTION
The information system implements cryptographic mechanisms to protect the integrity and confidentiality of nonlocal maintenance and diagnostic communications.","Related controls: SC-8, SC-13.",X,X,X,X,X,,,X,P1
MA-5,Maintenance Personnel,Operational,Maintenance Personnel,"(A)	The organization establishes a process for maintenance personnel authorization and maintains a list of authorized maintenance organizations or personnel.
(B)	The organization ensures that non-escorted personnel performing maintenance on the information system have required access authorizations.
(C)	The organization designates organizational personnel with required access authorizations and technical competence to supervise the maintenance activities of personnel who do not possess the required access authorizations.","This control applies to individuals performing hardware or software maintenance on organizational information systems, while PE-2 addresses physical access for individuals whose maintenance duties place them within the physical protection perimeter of the systems (e.g., custodial staff, physical plant maintenance personnel). Technical competence of supervising individuals relates to the maintenance performed on the information systems while having required access authorizations refers to maintenance on and near the systems. Individuals not previously identified as authorized maintenance personnel, such as information technology manufacturers, vendors, systems integrators, and consultants, may require privileged access to organizational information systems, for example, when required to conduct maintenance activities with little or no notice. Based on organizational assessments of risk, organizations may issue temporary credentials to these individuals. Temporary credentials may be for one-time use or for very limited time periods. Related controls: AC-2, IA-8, MP-2, PE-2, PE-3, PE-4, RA-3",X,X,X,X,X,,X,,P2
MA-5(1)	,Maintenance Personnel,Operational,Maintenance Personnel | Individuals without Appropriate Access,"	MAINTENANCE PERSONNEL | INDIVIDUALS WITHOUT APPROPRIATE ACCESS
(a)	The organization implements procedures for the use of maintenance personnel that lack appropriate security clearances or are not Canadian citizens, that include the following requirements:
-	Maintenance personnel who do not have needed access authorizations, clearances, or formal access approvals are escorted and supervised during the performance of maintenance and diagnostic activities on the information system by approved organizational personnel who are fully cleared, have appropriate access authorizations, and are technically qualified;
-	Prior to initiating maintenance or diagnostic activities by personnel who do not have needed access authorizations, clearances or formal access approvals, all volatile information storage components within the information system are sanitized and all non-volatile storage media are removed or physically disconnected from the system and secured; and
(b)	The organization develops and implements alternate security safeguards in the event an information system component cannot be sanitized, removed, or disconnected from the system.","This control enhancement denies individuals who lack appropriate security clearances (i.e., individuals who do not possess security clearances or possess security clearances at a lower level than required) or who are not Canadian citizens, visual and electronic access to any sensitive information contained on organizational information systems. Procedures for the use of maintenance personnel can be documented in security plans for the information systems. Related controls: MP-6, PL-2.",X,X,X,X,X,,X,,P2
MA-6,Timely Maintenance,Operational,Timely Maintenance,(A)	The organization obtains maintenance support and/or spare parts for all system components requiring vendor support and/or spare parts as needed to support availability commitments.,"Organizations specify the information system components that result in increased risk to organizational operations and assets, individuals, other organizations, or Canada when the functionality provided by those components is not operational. Organizational actions to obtain maintenance support typically include having appropriate contracts in place. Related controls: CM-8, CP-2, CP-7, SA-14, SA-15",X,X,X,X,X,,X,,P3
MP-1,Media Protection Policy and Procedures,Operational,Media Protection Policy and Procedures,"(A)	The organization develops, documents, and disseminates to all personnel:
(a)	A media protection policy that addresses purpose, scope, roles, responsibilities, management commitment, coordination among organizational entities, and compliance; and
(b)	Procedures to facilitate the implementation of the media protection policy and associated media protection controls.
(B)	The organization reviews and updates the current:
(a)	Media protection policy at least every 3 years; and
(b)	Media protection procedures at least annually.","This control addresses the establishment of policy and procedures for the effective implementation of selected security controls and control enhancements in the MP family. The media protection policy and procedures reflect applicable organizational policies, directives and standards. Security program policies and procedures at the organization level may make system-specific policies and procedures unnecessary. The policy can be included as part of the general information security policy for organizations or conversely, can be represented by multiple policies reflecting the complex nature of certain organizations. The procedures can be established for the security program in general and for particular information systems, if needed. The organizational risk management strategy is a key factor in establishing policy and procedures",X,X,X,X,X,X,X,,P1
MP-2,Media Access,Operational,Media Access,(A)	The organization restricts access to all types of digital and/or non-digital media containing information not cleared for public release,"Information system media includes both digital and non-digital media. Digital media includes, for example, diskettes, magnetic tapes, external/removable hard disk drives, flash drives, compact disks, and digital video disks. Non-digital media includes, for example, paper and microfilm. Restricting non-digital media access includes, for example, denying access to patient medical records in a community hospital unless the individuals seeking access to such records are authorized healthcare providers. Restricting access to digital media includes, for example, limiting access to design specifications stored on compact disks in the media library to the project leader and the individuals on the development team. Related controls: AC-3, IA-2, MP-4, PE-2, PE-3, PL-2",X,X,X,X,X,X,X,,P1
MP-3,Media Marking,Operational,Media Marking,"(A) The organization marks information system media indicating the distribution limitations, handling caveats, and applicable security markings (if any) of the information.
(B) The organization exempt no removable media types from marking as long as the media remain within organization-defined controlled areas.","The term security marking refers to the application/use of human-readable security attributes. The term security labelling refers to the application/use of security attributes with regard to internal data structures within information systems (see AC-16). Information system media includes both digital and non-digital media. Digital media includes, for example, diskettes, magnetic tapes, external/removable hard disk drives, flash drives, compact disks, and digital video disks. Non-digital media includes, for example, paper and microfilm. Security marking is generally not required for media containing information determined by organizations to be in the public domain or to be publicly releasable. However, some organizations may require markings for public information indicating that the information is publicly releasable. Marking of information system media reflects applicable organizational policies, directives and standards. Related controls: AC-16, PL-2, RA-3",X,X,X,X,X,X,X,,P1
MP-4,Media Storage,Operational,Media Storage,"(A)	The organization physically controls and securely stores all types of digital and non-digital media with sensitive informatio within organization-defined controlled areas and in accordance with organizational policies and standards.
(B)	The organization protects information system media until the media are destroyed or sanitized using approved equipment, techniques, and procedures.","Information system media includes both digital and non-digital media. Digital media includes, for example, diskettes, magnetic tapes, external/removable hard disk drives, flash drives, compact disks, and digital video disks. Non-digital media includes, for example, paper and microfilm. Physically controlling information system media includes, for example, conducting inventories, ensuring procedures are in place to allow individuals to check out and return media to the media library, and maintaining accountability for all stored media. Secure storage includes, for example, a locked drawer, desk, or cabinet, or a controlled media library. The type of media storage is commensurate with the security category and/or classification of the information residing on the media. Controlled areas are areas for which organizations provide sufficient physical and procedural safeguards to meet the requirements established for protecting information and/or information systems. For media containing information determined by organizations to be in the public domain, to be publicly releasable, or to have limited or no adverse impact on organizational operations and assets, individuals, other organizations, or Canada if accessed by other than authorized personnel, fewer safeguards may be needed. In these situations, physical access controls provide adequate protection. Related controls: CP-6, CP-9, MP-2, MP-7, PE-3",X,X,X,X,X,X,X,,P1
MP-5,Media Transport,Operational,Media Transport,"(A)	The organization protects and controls all media with sensitive information during transport outside of controlled areas using organization-defined security safeguards in accordance with organizational policies and standards.
(B)	The organization maintains accountability for information system media during transport outside of controlled areas.
(C)	The organization documents activities associated with the transport of information system media.
(D)	The organization restricts the activities associated with the transport of information system media to authorized personnel.","Information system media includes both digital and non-digital media. Digital media includes, for example, diskettes, magnetic tapes, external/removable hard disk drives, flash drives, compact disks, and digital video disks. Non-digital media includes, for example, paper and microfilm. This control also applies to mobile devices with information storage capability (e.g., smart phones, tablets, E-readers), that are transported outside of controlled areas. Controlled areas are areas or spaces for which organizations provide sufficient physical and/or procedural safeguards to meet the requirements established for protecting information and/or information systems. Physical and technical safeguards for media are commensurate with the security category or classification of the information residing on the media and consistent with organizational policies, directives and standards. Safeguards to protect media during transport include, for example, locked containers and cryptography. Cryptographic mechanisms can provide confidentiality and integrity protections depending upon the mechanisms used. Activities associated with transport include the actual transport as well as those activities such as releasing media for transport and ensuring that media enters the appropriate transport processes. For the actual transport, authorized transport and courier personnel may include individuals from outside the organization (e.g., Canada Post or a commercial transport or delivery service). Maintaining accountability of media during transport includes, for example, restricting transport activities to authorized personnel, and tracking and/or obtaining explicit records of transport activities as the media moves through the transportation system to prevent and detect loss, destruction, or tampering. Organizations establish documentation requirements for activities associated with the transport of information system media in accordance with organizational assessments of risk to include the flexibility to define different record-keeping methods for the different types of media transport as part of an overall system of transport-related records. Related controls: AC-19, CP-9, MP-3, MP-4, RA-3, SC-8, SC-13, SC-28.",X,X,X,X,X,X,X,,P1
MP-5(4)	,Media Transport,Operational,Media Transport | Cryptographic Protection,"	MEDIA TRANSPORT | CRYPTOGRAPHIC PROTECTION
The information system implements cryptographic mechanisms compliant with the requirements of Control SC-13 to protect the confidentiality and integrity of information stored on digital media during transport outside of controlled areas.","This control enhancement applies to both portable storage devices (e.g., USB memory sticks, compact disks, digital video disks, external/removable hard drives) and mobile devices with storage capability (e.g., smart phones, tablets, E-readers). Related control: SC-13.",X,X,X,X,X,X,X,,P2
